energy,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_m,loudness,valence,Genre
Medium-High,Moderato,Low,Low,Low,4,High,MI Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,Medium,FA Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Medium-Low,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],Medium-High,R&B
High,Vivace,Low,Low,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Moderato,Medium-Low,Low,Medium-Low,4,High,SI Major,[1 - 2.99],[0 - 19.99],Medium-High,Blues
Medium,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Andante,Medium-Low,Medium-High,Medium,4,High,MI Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Medium-Low,Low,4,High,LA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Moderato,Low,Medium-High,Low,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Low,R&B
Medium-High,Vivace,Low,Medium-Low,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],High,Blues
Low,Andante,Low,High,Low,3,Low,RE Major,[1 - 2.99],[20 - 39.99],Low,Pop/Rock
Medium-High,Andante,Low,Medium-Low,Medium-High,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Andante,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Country
Medium-High,Andante,Low,Medium-Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Medium-Low,Low,4,Medium,FA Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,DO Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
High,Moderato,Low,Low,Low,5,Low,SI Major,<1,[0 - 19.99],Low,Country
High,Vivace,Low,Low,Low,4,Low,LA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,DO Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,LA Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Medium-Low,Low,4,High,DO Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Vivace,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Andante,Low,Medium-High,Low,4,High,LA Major,[1 - 2.99],[0 - 19.99],Medium,Country
High,Moderato,Low,Low,Low,4,Medium,LA Major,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
Low,Andante,Low,High,Medium-High,4,Low,LA Major,[3 - 4.99],[0 - 19.99],Low,Blues
Low,Andante,Low,High,High,3,Low,MI Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],High,Reggae
High,Vivace,Low,Low,Low,4,Low,SI Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Andante,Low,Medium-High,High,4,Medium,RE Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Low,Medium-High,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Andante,Low,Medium-High,High,4,Medium,MI Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Blues
Medium,Andante,Low,Medium,Low,4,Low,SI Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,High,Low,3,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Country
High,Moderato,Low,Medium-Low,High,4,High,MI Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Low,Electronic
Medium,Andante,Low,Low,Low,4,Medium,DO Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Low,Low,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],High,Reggae
High,Moderato,Medium-Low,Low,Low,3,High,MI Minor,[3 - 4.99],[0 - 19.99],Medium,Rap
Medium-Low,Presto,Low,Medium-High,High,3,Low,SOL Minor,[3 - 4.99],[0 - 19.99],Medium-Low,R&B
Medium-High,Moderato,Low,Low,Low,4,Medium,DO Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Jazz
Medium,Moderato,Low,Medium-Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Andante,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Vivace,Low,Medium,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Low,Medium,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],High,Jazz
High,Moderato,Low,Low,Low,4,Medium,LA Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Andante,Low,Medium,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium,Andante,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Country
Medium-High,Moderato,Low,Medium-Low,Low,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Andante,Medium-Low,Low,Low,4,High,RE Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Moderato,Low,Medium,Low,4,Medium,SOL Minor,[5 - 9.99],[0 - 19.99],Medium-High,Jazz
Medium-Low,Moderato,Low,Medium,Low,4,Medium,SOL Minor,[5 - 9.99],[0 - 19.99],Medium-High,Jazz
Medium-Low,Moderato,Low,Medium,Low,4,Medium,SOL Minor,[5 - 9.99],[0 - 19.99],Medium-High,Jazz
Medium,Moderato,Low,Medium-Low,Low,4,High,DO Major,[1 - 2.99],[0 - 19.99],Medium-High,R&B
Medium,Moderato,Low,Low,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Low,Andante,Low,High,High,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,Medium,RE Major,[5 - 9.99],[0 - 19.99],Medium-High,Electronic
Medium-Low,Moderato,Low,High,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-Low,Country
High,Moderato,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-High,Moderato,Low,Low,Low,4,High,FA Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Rap
Medium,Andante,Low,Medium-Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Low,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Low,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-High,Vivace,Low,Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Andante,Low,High,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Blues
Medium-Low,Lento,Low,Medium-High,Low,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Blues
Medium,Andante,Low,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Andante,Low,Medium,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Medium-Low,Low,4,High,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Andante,Low,Medium,Low,4,Low,SI Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-Low,Andante,Low,Medium-High,Low,4,Low,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
High,Moderato,Low,Low,High,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Blues
High,Vivace,Low,Low,Low,4,Low,SI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Moderato,Low,High,High,4,Low,FA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Jazz
Medium-Low,Moderato,Low,High,Low,4,Low,FA Major,[3 - 4.99],[0 - 19.99],Low,R&B
Medium,Andante,Low,Medium-Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,R&B
Medium,Andante,Low,Medium,Medium-High,4,Low,SOL Minor,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Medium,Andante,Low,Medium,Low,4,Medium,LA Major,[5 - 9.99],[0 - 19.99],Medium-Low,Jazz
High,Andante,Medium-Low,Medium-Low,Medium-High,4,Low,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Andante,Low,Medium-Low,Low,4,Low,SI Minor,>10,[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,Medium-High,Low,4,Medium,DO Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Reggae
High,Moderato,Low,Low,Low,4,Low,LA Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-Low,Jazz
High,Moderato,Low,Low,High,4,Low,DO Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,FA Minor,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Medium-Low,Low,4,High,RE Minor,[1 - 2.99],[0 - 19.99],High,Pop/Rock
High,Moderato,Low,Low,Low,4,High,LA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,High,3,High,MI Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Vivace,Low,Medium-High,Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-Low,Moderato,Low,Medium-High,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Low,Andante,Low,High,High,4,Low,DO Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],Medium-High,Blues
High,Moderato,Low,Low,High,4,High,RE Major,[5 - 9.99],[0 - 19.99],Medium-Low,Electronic
Medium,Moderato,Low,Low,Medium-Low,4,High,MI Minor,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
High,Vivace,Low,Low,Low,4,High,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Rap
Low,Moderato,Low,High,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Andante,Medium-Low,Low,Low,4,High,SI Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium,Andante,Low,Medium-Low,Low,4,High,LA Major,[3 - 4.99],[0 - 19.99],Medium,Country
Medium-High,Andante,Low,Low,High,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,High,4,Low,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Low,Low,4,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
High,Vivace,Low,Low,High,4,Medium,LA Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Medium,Andante,Medium-Low,Medium-Low,Low,4,High,RE Minor,[1 - 2.99],[0 - 19.99],Medium,Rap
Medium-High,Moderato,Low,Low,Medium-High,4,Medium,SOL Minor,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
High,Vivace,Low,Low,High,4,Medium,LA Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Presto,Low,Low,Low,4,Low,SI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Low,Andante,Low,High,High,3,Low,RE Minor,[5 - 9.99],[0 - 19.99],Low,Blues
High,Moderato,Medium-Low,Low,Low,5,Medium,SOL Minor,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Vivace,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Andante,Low,Medium,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Blues
High,Moderato,Low,Low,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Medium,Blues
High,Vivace,Low,Low,Medium-Low,4,Low,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Low,Andante,Low,High,High,4,Low,SOL Major,[5 - 9.99],[20 - 39.99],Low,Pop/Rock
Medium,Vivace,Medium-Low,Low,Low,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Vivace,Medium-Low,Low,Low,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-Low,Andante,Low,Low,Medium-High,4,Low,LA Major,>10,[0 - 19.99],Low,Country
Medium,Andante,Low,Low,Low,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Presto,Medium,Low,Low,3,Medium,SOL Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
Medium-High,Moderato,Low,Low,Medium-High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Andante,Low,High,Low,1,Medium,MI Major,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
High,Vivace,Low,Low,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Low,Moderato,Low,High,High,4,Low,SOL Minor,[3 - 4.99],[0 - 19.99],Low,Blues
High,Moderato,Low,Low,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Blues
Medium,Vivace,Low,High,Medium,4,Medium,LA Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Moderato,Low,Medium,Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,Medium-High,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,High,High,Low,5,Medium,SI Major,<1,[20 - 39.99],High,Pop/Rock
Medium-Low,Moderato,Low,High,Low,4,High,SI Minor,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Low,Low,Low,4,Low,SOL Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Low,4,Low,FA Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Medium-Low,Low,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Vivace,Low,Medium-High,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Vivace,Low,Low,Low,4,Low,FA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Medium-Low,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Low,Andante,Low,High,High,1,Low,MI Minor,[3 - 4.99],[20 - 39.99],Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,High,MI Major,[3 - 4.99],[0 - 19.99],Medium-High,Blues
High,Moderato,Low,Low,Low,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,Blues
High,Moderato,Low,Low,Medium-High,4,Medium,SI Minor,[1 - 2.99],[0 - 19.99],High,Pop/Rock
Medium-High,Moderato,Low,Medium-Low,Low,4,High,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Low,Low,4,High,SI Minor,[5 - 9.99],[0 - 19.99],Medium-High,Blues
Medium,Presto,Low,Medium-High,Low,4,Low,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Andante,Low,Low,Low,3,Medium,SI Major,[3 - 4.99],[0 - 19.99],Medium-Low,Rap
Medium-Low,Moderato,Low,Medium-High,Low,3,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Low,Moderato,Low,High,High,4,Medium,MI Minor,[3 - 4.99],[20 - 39.99],Low,Country
Medium-High,Vivace,Low,Low,High,4,Medium,RE Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Low,Andante,Low,Medium-High,Medium-High,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Low,Country
High,Andante,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Andante,Low,Medium-High,Low,4,Medium,RE Minor,[5 - 9.99],[0 - 19.99],Medium,Jazz
Medium-High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Rap
High,Presto,Low,Medium-Low,High,4,Medium,SI Minor,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
Low,Andante,Low,High,Low,4,Medium,MI Minor,[1 - 2.99],[20 - 39.99],Low,Jazz
Medium-High,Vivace,Low,Medium,Low,3,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Andante,Medium-Low,Medium,Low,4,High,DO Minor,[3 - 4.99],[0 - 19.99],High,Blues
High,Moderato,Low,Low,Low,4,Medium,RE Major,[1 - 2.99],[0 - 19.99],Medium,Rap
High,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Medium,4,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,High,FA Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Vivace,Low,Medium-Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],Medium,Electronic
High,Moderato,Low,Low,Medium-Low,4,High,LA Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Medium-High,Low,4,High,RE Major,[1 - 2.99],[0 - 19.99],High,Electronic
Medium,Moderato,Low,Low,Medium-Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Medium-Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Vivace,Low,Low,Low,3,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,Medium,4,Medium,LA Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Electronic
High,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Medium-Low,Medium,Low,4,High,SI Minor,[5 - 9.99],[0 - 19.99],High,Rap
High,Vivace,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Low,Low,Medium-High,4,Low,MI Minor,>10,[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Medium-Low,Medium,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Rap
Medium-Low,Moderato,Low,High,Low,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,High,High,4,Medium,FA Major,[5 - 9.99],[0 - 19.99],Low,Blues
Medium,Andante,Low,Low,Low,4,Medium,LA Major,[1 - 2.99],[0 - 19.99],High,Blues
Medium-High,Moderato,Medium,Medium-Low,Low,4,High,SI Major,[5 - 9.99],[0 - 19.99],Medium,Rap
Medium-High,Moderato,Low,Low,Low,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Vivace,Low,Low,Medium,3,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Medium,Moderato,Low,Medium-Low,Low,4,High,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Andante,Low,Low,Medium-High,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Medium-High,Low,3,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium,Country
Medium-Low,Moderato,Low,Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Low,Moderato,Low,High,High,3,Medium,LA Minor,[5 - 9.99],[20 - 39.99],Low,Jazz
Medium-High,Moderato,Low,Medium,Low,4,High,SI Minor,[1 - 2.99],[0 - 19.99],High,Blues
High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Low,Jazz
Medium,Andante,Low,Medium,Medium,4,High,LA Major,[1 - 2.99],[0 - 19.99],High,Blues
Medium,Moderato,Low,Low,Medium,4,High,DO Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Andante,Low,Medium-Low,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-Low,Moderato,Low,Low,Medium-High,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Andante,Low,Low,Low,4,High,LA Minor,[3 - 4.99],[0 - 19.99],High,R&B
High,Moderato,Low,Medium,Medium,4,Medium,RE Major,>10,[0 - 19.99],Medium,Pop/Rock
Low,Andante,Low,High,Medium-High,4,Medium,DO Minor,[1 - 2.99],[20 - 39.99],Medium-Low,Pop/Rock
Medium-Low,Moderato,Low,Medium,High,4,Medium,DO Minor,[1 - 2.99],[0 - 19.99],Medium,Blues
High,Vivace,Low,Medium-Low,Low,4,Medium,LA Major,[1 - 2.99],[0 - 19.99],High,Country
Medium-High,Andante,Low,Medium-Low,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Low,Moderato,Low,High,Low,4,Low,SI Major,[5 - 9.99],[0 - 19.99],Low,Country
High,Vivace,Low,Low,Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Andante,Low,Low,Medium,4,High,DO Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,High,4,High,LA Major,[5 - 9.99],[0 - 19.99],Medium-Low,Blues
Medium-High,Moderato,Low,Low,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Vivace,Low,Low,Medium-Low,4,Low,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,High,4,Medium,SOL Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Medium,Low,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,Low,MI Major,[3 - 4.99],[0 - 19.99],Medium-Low,R&B
Medium-Low,Moderato,Low,Medium,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Medium,Low,4,High,FA Major,[1 - 2.99],[0 - 19.99],High,Blues
High,Moderato,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Medium-Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Vivace,Low,Medium,Low,4,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Andante,Low,Medium-Low,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Rap
Medium-High,Andante,Low,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Medium-Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Andante,Low,Medium-High,Low,4,High,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Rap
Medium,Moderato,Low,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Medium-Low,Medium-Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Low,Medium,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Moderato,Low,High,Medium-High,3,Low,DO Major,[1 - 2.99],[20 - 39.99],Low,Jazz
Medium-High,Moderato,Medium-Low,Medium,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium,Moderato,Low,Medium,Medium-High,3,Low,RE Major,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
High,Andante,Low,Low,Low,4,Low,DO Major,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
High,Vivace,Low,Low,High,4,Medium,LA Minor,[1 - 2.99],[0 - 19.99],Low,Rap
Medium-High,Moderato,Low,Low,High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],Medium,Rap
Medium-High,Moderato,Low,Low,Medium-Low,4,Low,SOL Major,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Moderato,Low,Medium,Low,4,Medium,RE Major,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],High,Rap
